0,0.017961
1,0.00727
2,1.74227
3,0.238632
4,0.32459
5,0.516179
6,0.713756
7,0.662437
8,0.765075
9,1.97876
10,0.921169
11,1.08667
12,1.0392
13,1.12944
14,1.28083
15,1.534
16,2.40684
17,1.16279
18,1.71746
19,1.81283
20,1.82566
21,1.94583
22,2.0459
23,2.21482
24,1.6623
25,1.48824
26,2.60356
27,1.59686
28,1.65674
29,1.69351
30,1.95438
31,2.80242
32,2.59244
33,3.14498
34,2.99102
35,2.91361
36,2.50306
37,2.15795
38,3.55681
39,3.80485
40,2.29394
41,3.79587
42,4.13414
43,4.00157
44,4.21497
45,2.55652
46,2.89522
47,2.9397
48,3.76294
49,4.64177
50,3.61497
51,5.0382
52,3.99259
53,4.21326
54,3.73343
55,4.93172
56,3.83863
57,3.46871
58,3.30235
59,3.53029
60,3.52088
61,4.61354
62,4.06443
63,5.31917
64,14.6626
65,5.14041
66,5.12416
67,4.02081
68,3.99815
69,4.17092
70,3.999
71,4.05502
72,4.23806
73,4.23421
74,4.22908
75,4.46686
76,4.91974
77,4.57291
78,5.65317
79,5.06942
80,5.0536
81,4.72131
82,4.94113
83,4.89964
84,5.25502
85,5.21525
86,5.01767
87,5.96664
88,5.50477
89,7.56821
90,6.58503
91,6.60214
92,5.46629
93,7.15509
94,5.49665
95,6.57862
96,6.56664
97,6.14412
98,5.99658
99,7.14269
100,6.11119
101,5.70706
102,5.96579
103,6.00256
104,6.01112
105,5.93542
106,5.93499
107,6.24034
108,6.02437
109,6.05431
110,6.49009
111,6.27113
112,7.14953
113,8.50477
114,6.92587
115,6.47042
116,6.8459
117,6.65517
118,6.62822
119,7.01867
120,6.79501
121,7.16621
122,6.93357
123,7.132
124,6.94896
125,7.63278
126,7.5541
127,7.18118
128,7.43949
129,7.38945
130,7.49765
131,7.59601
132,7.8727
133,7.45488
134,7.98304
135,7.58446
136,8.04889
137,7.66828
138,8.46201
139,9.2211
140,8.12288
141,8.79045
142,11.7267
143,9.3464
144,8.12801
145,8.30591
146,8.18446
147,8.2717
148,8.32174
149,8.32986
150,8.64419
151,8.50563
152,8.65402
153,8.75153
154,8.68995
155,8.82851
156,8.70534
157,8.76949
158,9.00727
159,9.37633
160,9.29465
161,10.0191
162,11.8255
163,10.4793
164,9.4995
165,9.4144
166,13.664
167,11.533
168,9.48667
169,9.72829
170,12.3425
171,11.329
172,9.69579
173,10.8594
174,10.259
175,10.9463
176,10.2842
177,9.99045
178,9.96992
179,13.153
180,16.5926
181,16.4865
182,16.4574
183,12.5636
184,10.7187
185,12.0342
186,10.4964
187,10.4895
188,10.4835
189,10.7166
190,10.9347
191,10.67
192,11.3555
193,10.8718
194,10.7435
195,10.9146
196,11.843
197,11.004
198,12.1073
199,11.3046
200,11.5043
201,11.2212
202,11.6262
203,11.5262
204,11.9521
205,11.4928
206,11.3829
207,11.7686
208,11.5398
209,11.8067
210,12.5307
211,11.9974
212,11.944
213,14.5617
214,13.4934
215,12.4268
216,12.8391
217,12.1809
218,13.8505
219,13.2248
220,13.1093
221,12.4743
222,12.4674
223,12.6346
224,13.8411
225,12.8921
226,12.9977
227,13.6349
228,12.8703
229,16.2573
230,13.4532
231,13.4352
232,13.4429
233,13.3043
234,13.2192
235,13.5661
236,13.481
237,13.3749
238,13.4844
239,16.0058
240,13.9065
241,13.4793
242,14.3756
243,16.7538
244,14.4996
245,14.2289
246,14.9872
247,14.9329
248,16.0781
249,14.3949
