0,0
1,0
2,22.6435
3,0.314754
4,0.029508
5,0.040627
6,0.033784
7,0.079972
8,0.065859
9,0.04191
10,0.04747
11,0.079543
12,0.094512
13,0.148396
14,0.070135
15,0.955808
16,0.092374
17,0.064148
18,0.696222
19,0.44305
20,0.076551
21,0.073129
22,0.084248
23,0.137705
24,0.077406
25,0.5397
26,0.648753
27,1.00328
28,0.662437
29,0.72958
30,1.96935
31,0.261297
32,0.090662
33,0.152246
34,0.125731
35,0.117605
36,0.123165
37,0.128724
38,0.335281
39,0.111618
40,0.285674
41,0.135567
42,0.577762
43,1.21753
44,0.189451
45,0.165502
46,0.130862
47,0.124876
48,0.195438
49,0.19159
50,0.172773
51,0.256593
52,0.184747
53,0.201853
54,0.188168
55,0.246757
56,0.159943
57,0.15139
58,0.135994
59,0.260442
60,0.246329
61,0.219815
62,0.509337
63,0.188168
64,0.22238
65,0.25531
66,0.224092
67,0.222381
68,0.300642
69,0.168924
70,0.185175
71,0.2335
72,0.295938
73,0.185603
74,0.186885
75,0.215539
76,0.212545
77,0.203991
78,0.219387
79,0.232644
80,0.210406
81,0.316037
82,0.256593
83,0.296365
84,0.188595
85,0.196294
86,0.190306
87,0.236921
88,0.384462
89,0.221953
90,0.204419
91,0.204419
92,0.22794
93,0.234783
94,0.212545
95,0.233072
96,0.378047
97,0.340841
98,0.53799
99,0.754811
100,0.963507
101,0.749251
102,0.299358
103,0.30449
104,0.537989
105,0.396864
106,0.322879
107,0.465716
108,0.305774
109,0.407555
110,0.316037
111,0.458019
112,0.658161
113,0.425944
114,0.437063
115,0.371205
116,0.458446
117,0.354954
118,0.947256
119,0.548681
120,0.332716
121,0.451176
122,0.350249
123,0.428511
124,0.393015
125,0.383179
126,0.441768
127,0.370777
128,0.453314
129,0.462295
130,1.64476
131,0.782609
132,0.385745
133,0.511475
134,0.612829
135,0.477263
136,0.506343
137,19.5798
138,0.415253
139,0.581611
140,0.508054
141,0.533286
142,0.606414
143,0.485389
144,0.491803
145,0.598716
146,0.541839
147,0.514041
148,0.422951
149,0.648325
150,0.49608
151,0.479401
152,0.555096
153,0.456735
154,0.536707
155,0.597862
156,0.566642
157,0.582039
158,0.644476
159,0.605987
160,0.546543
161,0.522167
162,0.507627
163,0.679971
164,0.670991
165,0.566215
166,0.568781
167,0.611974
168,0.547398
169,0.613258
170,0.591019
171,0.580328
172,0.595295
173,0.593157
174,0.549536
175,0.606842
176,0.628652
177,0.566215
178,0.841625
179,0.569209
180,0.707341
181,0.628652
182,0.526443
183,0.602138
184,0.721026
185,0.832644
186,0.646187
187,0.614968
188,0.744974
189,0.649608
190,0.562794
191,0.55253
192,0.616678
193,0.640627
194,0.723165
195,0.62181
196,0.638061
197,0.673129
198,0.613685
199,0.571775
200,0.733428
201,0.824091
202,0.741126
203,0.763364
204,0.701782
205,0.59273
206,0.708625
207,0.681254
208,0.674412
209,0.740271
210,0.735139
211,0.703065
212,0.694511
213,0.648325
214,0.679544
215,0.758232
216,0.664576
217,0.673984
218,0.768923
219,0.684248
220,0.679116
221,0.667142
222,0.73856
223,0.809123
224,0.740699
225,0.675695
226,0.666286
227,0.690662
228,0.759088
229,0.764647
230,0.811262
231,0.691091
232,0.753955
233,0.77876
234,0.804847
235,0.782608
236,0.789451
237,0.704775
238,0.737705
239,0.756094
240,0.746257
241,0.840342
242,0.809551
243,0.718032
244,0.767641
245,0.886528
246,0.727441
247,0.825374
248,0.851461
249,0.761225
