1,0.000855,1,0.001711,
1,0.000855,1,0.001283,
1,0.000856,1,0.001283,
1,0.001283,1,0.001711,
1,0.000856,1,0.001283,
1,0.001283,1,0.001283,
1,0.000856,1,0.001283,
1,0.001283,1,0.001711,
1,0.000856,1,0.001283,
1,0.001283,1,0.001283,
1,0.000855,1,0.000856,
1,0.000855,1,0.001283,
1,0.000855,1,0.001283,
1,0.002566,1,0.000855,
1,0.000855,1,0.001283,
1,0.000856,1,0.001283,
1,0.001283,1,0.001283,
1,0.000856,1,0.000855,
1,0.000856,1,0.001283,
1,0.000855,1,0.001283,
1,0.000855,1,0.001283,
1,0.000856,1,0.001283,
1,0.000856,1,0.001283,
1,0.001283,1,0.001283,
1,0.001283,1,0.001283,
1,0.000856,1,0.000855,
1,0.000855,1,0.000856,
1,0.000856,1,0.000856,
1,0.000427,1,0.000855,
1,0.000427,1,0.000428,
1,0.000428,1,0.000855,
1,0.000856,1,0.000855,
1,0.000428,1,0.000856,
1,0.000428,1,0.000855,
1,0.000428,1,0.000855,
1,0.000428,1,0.000855,
1,0.000855,1,0.000856,
1,0.000427,1,0.000428,
1,0.000428,1,0.000856,
1,0.000428,1,0.000855,
1,0.000428,1,0.000855,
1,0.000855,1,0.000855,
1,0.000428,1,0.000855,
1,0.000428,1,0.000855,
1,0.000427,1,0.000855,
1,0.000427,1,0.000855,
1,0.000428,1,0.000855,
1,0.000856,1,0.000855,
1,0.000428,1,0.000855,
1,0.000855,1,0.000855,
1,0.000855,1,0.000855,
1,0.000428,1,0.000855,
1,0.000428,1,0.000856,
1,0.000855,1,0.000855,
1,0.000428,1,0.000855,
1,0.000427,1,0.000856,
1,0.000855,1,0.000855,
1,0.000427,1,0.001283,
1,0.000427,1,0.000856,
1,0.000855,1,0.000855,
1,0.000427,1,0.000856,
1,0.000856,1,0.000856,
1,0.000855,1,0.000855,
1,0.001283,1,0.000855,
1,0.001283,1,0.000856,
1,0.000855,1,0.001283,
1,0.001283,1,0.001283,
1,0.001283,1,0.00171,
1,0.000428,1,0.000855,
1,0.000856,1,0.001283,
1,0.000855,1,0.001282,
1,0.001282,1,0.00171,
1,0.000855,1,0.001283,
1,0.000856,1,0.001283,
1,0.000855,1,0.001283,
1,0.001283,1,0.002566,
1,0.001283,1,0.000855,
1,0.001283,1,0.001283,
1,0.000856,1,0.001283,
1,0.000855,1,0.000855,
1,0.000855,1,0.001283,
1,0.000855,1,0.001283,
1,0.001283,1,0.001283,
1,0.001282,1,0.001711,
1,0.001283,1,0.001283,
1,0.000855,1,0.002138,
1,0.001283,1,0.001283,
1,0.001283,1,0.001283,
1,0.001283,1,0.001283,
1,0.001283,1,0.001283,
1,0.000855,1,0.001283,
1,0.000855,1,0.001283,
1,0.001283,1,0.001283,
1,0.000855,1,0.001283,
1,0.000855,1,0.001283,
1,0.000855,1,0.001283,
1,0.000856,1,0.001283,
1,0.001283,1,0.000855,
1,0.000855,1,0.001283,
1,0.000856,1,0.001283,
1,0.000855,1,0.001283,
1,0.000855,1,0.001283,
1,0.000856,1,0.00171,
1,0.000856,1,0.001283,
1,0.000855,1,0.001283,
1,0.000855,1,0.001283,
1,0.000855,1,0.001283,
1,0.000855,1,0.001283,
1,0.000855,1,0.001283,
1,0.000855,1,0.001283,
1,0.000855,1,0.001283,
1,0.000855,1,0.000856,
1,0.000428,1,0.001283,
1,0.000855,1,0.000855,
1,0.000855,1,0.000855,
1,0.000855,1,0.001283,
1,0.001283,1,0.001711,
1,0.000856,1,0.000855,
1,0.000855,1,0.001283,
1,0.000855,1,0.001283,
1,0.001283,1,0.001283,
1,0.000856,1,0.001283,
1,0.001283,1,0.001283,
1,0.000855,1,0.001282,
1,0.000856,1,0.001283,
1,0.001282,1,0.001283,
1,0.000856,1,0.001283,
1,0.000855,1,0.000856,
1,0.000855,1,0.001283,
1,0.001283,1,0.001283,
1,0.000855,1,0.000855,
1,0.000856,1,0.000855,
1,0.000855,1,0.001283,
1,0.000855,1,0.000856,
1,0.001283,1,0.001283,
1,0.000855,1,0.001283,
1,0.000855,1,0.001283,
1,0.000855,1,0.001283,
1,0.000855,1,0.001283,
1,0.001283,1,0.001283,
1,0.000855,1,0.001711,
1,0.000856,1,0.001283,
1,0.000855,1,0.000856,
1,0.000428,1,0.001283,
1,0.001283,1,0.001283,
1,0.000855,1,0.001283,
1,0.000856,1,0.000855,
1,0.000856,1,0.001283,
1,0.000856,1,0.001283,
1,0.000855,1,0.001283,
1,0.000855,1,0.001283,
1,0.000855,1,0.001283,
1,0.000428,1,0.001283,
1,0.000855,1,0.001283,
1,0.000855,1,0.001283,
1,0.000856,1,0.001711,
1,0.001283,1,0.001283,
1,0.000855,1,0.000855,
1,0.001283,1,0.001283,
1,0.000855,1,0.001283,
1,0.000855,1,0.001283,
1,0.000855,1,0.001283,
1,0.00171,1,0.001283,
1,0.000856,1,0.001283,
1,0.001283,1,0.001283,
1,0.001283,1,0.001283,
1,0.000855,1,0.001283,
1,0.000856,1,0.001283,
1,0.000856,1,0.001283,
1,0.000855,1,0.000856,
1,0.001283,1,0.00171,
1,0.000856,1,0.000855,
1,0.000855,1,0.000855,
1,0.000856,1,0.000856,
1,0.000856,1,0.001711,
1,0.000856,1,0.001283,
1,0.000855,1,0.000855,
1,0.001283,1,0.001283,
1,0.000855,1,0.001283,
1,0.000856,1,0.000855,
1,0.000856,1,0.000855,
1,0.000855,1,0.001711,
1,0.000855,1,0.001283,
1,0.000856,1,0.001283,
1,0.000856,1,0.000855,
1,0.000855,1,0.001711,
1,0.001283,1,0.000855,
1,0.000856,1,0.001283,
1,0.000856,1,0.001283,
1,0.001283,1,0.001283,
1,0.000427,1,0.000855,
1,0.001283,1,0.001283,
1,0.000856,1,0.001283,
1,0.001283,1,0.001283,
1,0.000855,1,0.001283,
1,0.000855,1,0.001283,
1,0.001283,1,0.001282,
1,0.001283,1,0.001283,
1,0.000855,1,0.001283,
1,0.001283,1,0.000855,
1,0.000427,1,0.000855,
1,0.000855,1,0.001283,
1,0.000856,1,0.000856,
1,0.000856,1,0.000856,
1,0.000428,1,0.001283,
1,0.000428,1,0.000856,
1,0.001283,1,0.001283,
1,0.000855,1,0.000855,
1,0.000856,1,0.000855,
1,0.000855,1,0.000856,
1,0.001283,1,0.000855,
1,0.000428,1,0.000856,
1,0.000855,1,0.000855,
1,0.000428,1,0.000856,
1,0.000855,1,0.000855,
1,0.000855,1,0.001283,
1,0.000428,1,0.000855,
1,0.000855,1,0.001283,
1,0.000428,1,0.000855,
1,0.000855,1,0.000855,
1,0.000856,1,0.000855,
1,0.000855,1,0.001283,
1,0.000855,1,0.001283,
1,0.000855,1,0.000855,
1,0.000855,1,0.001283,
1,0.000428,1,0.00171,
1,0.000855,1,0.001283,
1,0.001283,1,0.000855,
1,0.000855,1,0.001283,
1,0.000855,1,0.001283,
1,0.000855,1,0.001283,
1,0.001282,1,0.000856,
1,0.000855,1,0.000855,
1,0.000855,1,0.000856,
1,0.001283,1,0.001283,
1,0.000855,1,0.000855,
1,0.000856,1,0.001283,
1,0.000427,1,0.001283,
1,0.000856,1,0.001283,
1,0.000856,1,0.001283,
1,0.000855,1,0.000855,
1,0.000427,1,0.000856,
1,0.000855,1,0.001283,
1,0.000428,1,0.000855,
1,0.000855,1,0.000855,
1,0.000855,1,0.001283,
1,0.000855,1,0.000856,
1,0.000855,1,0.000855,
1,0.000428,1,0.000855,
1,0.000427,1,0.000855,
1,0.000856,1,0.000856,
1,0.000855,1,0.000855,
1,0.000427,1,0.000855,
1,0.000428,1,0.000855,
1,0.000856,1,0.000855,
2,0.000856,2,0.001711,
2,0.000856,2,0.00171,
2,0.000428,2,0.002138,
2,0.000856,2,0.003849,
2,0.000855,2,0.002566,
2,0.000856,2,0.002994,
2,0.000855,2,0.002993,
2,0.000856,2,0.002993,
2,0.001283,2,0.002994,
2,0.000855,2,0.002993,
2,0.001283,2,0.002566,
2,0.001283,2,0.002994,
2,0.001283,2,0.002566,
2,0.000855,2,0.003421,
2,0.000856,2,0.00171,
2,0.00171,2,0.002139,
2,0.000856,2,0.002566,
2,0.000855,2,0.001711,
2,0.000428,2,0.001711,
2,0.000855,2,0.001711,
